title,date,text
Paytm FASTag user charged Rs 9 crore for NHAI toll!,2023-06-15T12:44:00.000000000+00:00,"New Delhi: A Paytm FASTag user recently reported that he was charged Rs 9 crore as NHAI toll at Mayar toll plaza near Hisar in Haryana. The user, who goes by profile name ‘gsratta’ on Team-bhp forum, said that he received a text message from Paytm stating that his Fastag has been blacklisted due to insufficient balance. When he checked the Paytm app, he saw that he had been charged Rs 9 crore whereas normal toll at the same toll plaza is Rs90.
“Today I received a text message from Paytm, that the Fastag of my vehicle has been blacklisted, due to insufficient balance, on checking in the Paytm application, I came to know that they had charged a whopping Nine crores ( yes that is true) see the attached screenshots. A popup came up to add ₹ 90000000/- to the Paytm wallet to continue using the fastag. Normal toll at the same toll plaza is ₹90. Contacted the helpline number, but it was not useful. How to proceed now. Please advise,” gsratta wrote on Team-bhp.
The user said that they contacted Paytm customer service, but they were unable to resolve the issue.
Also Read: Wrestlers row: No evidence found to press POCSO charge against Brij Bhushan, says Delhi Police in 550-page chargesheet
“The helpline automated system would not let me talk to a customer care person, instead it required me to raise the issue, in the Help & Support section of the Paytm Application. The result from the same was inconclusive. It doesn’t allow screenshots in the Help & Support section, so had to take pictures using another device,” he added.
Another Team-bhp member ‘Emvi’ meanwhile, shared a screenshot showing he was charged Rs 1.5 crore.
Both Emvi and gsratta, however, later confirmed in the forum that the issues were attributed to technical glitches and were subsequently resolved.
These were not first times for Paytm Fastag users to have been charged an exorbitant amount for toll. In 2022, a user was charged Rs 2 lakh for toll. Paytm had said that the charge was due to a technical error and had rectified the same.
Fastag is a prepaid toll collection system that uses radio frequency identification (RFID) technology. When a vehicle passes through a toll plaza, the RFID tag in the Fastag is read and the toll amount is deducted from the user’s account.
The Fastag system has been praised for its convenience and for reducing traffic congestion at toll plazas. However, the recent incidents have raised concerns about the reliability of the system. The NHAI and Paytm need to take steps to address these concerns and to ensure that the Fastag system is a reliable and convenient way to pay tolls.
PNN
Suggest A Correction"
Sony SAB launches digital campaign #HameshaKaHiKyun to promote its show ‘Vanshaj’,2023-06-15T12:44:00.000000000+00:00,"Sony SAB has launched a digital campaign #HameshaKaHiKyun for its new show ‘Vanshaj’. The campaign highlights the fact that only 15% of board members in Indian family businesses are women, and the percentage of women holding senior VP roles has decreased from 18% to 13%. The campaign aims to challenge gender stereotypes and advocate for inclusivity in leadership roles.
Sony SAB’s new family drama, ‘Vanshaj’ delves into the dynamics of a legacy business empire, challenging conventional patriarchal narratives. ‘Vanshaj’ aims to shatter the glass ceiling and emphasize that leadership and entrepreneurship should be determined by one’s abilities rather than gender.
“Sony SAB as a brand believes in real stories and real emotions, exploring new and more relevant themes that resonate with the lives of our viewers more closely. Vanshaj is one more forward-looking show from the channel which explores the challenges regarding inheritance even in today’s world. Using a sharp consumer insight helped us come up with a strong consumer campaign both for mass media and digital, riding on the understanding that most family-owned businesses often choose a male heir to take over the reins,” Vaishali Sharma, head of marketing, Sony SAB, said.
Since its launch, the campaign has gained traction by showcasing the lack of female representation in corporate leadership roles through a series of impactful videos. The success of the campaign reflects the growing desire for change and the need to amplify the voices of women leaders."
CarMax Auto Owner Trust 2019-4 (FormABS-EE),2023-06-15T12:43:00.000000000+00:00,"Commission File Number of the issuing entity: 333-228379-04
Central Index Key Number of the issuing entity: 0001779026
CarMax Auto Owner Trust 2019-4
(Exact name of issuing entity as specified in its charter)
Commission File Number of the depositor: 333-228379
Central Index Key Number of the depositor: 0001259380
CarMax Auto Funding LLC
(Exact name of depositor as specified in its charter)
Central Index Key Number of sponsor (if applicable): 0001601902
CarMax Business Services, LLC
(Exact name of sponsor as specified in its charter)
Andrew J. McMonigle, Vice President and Treasurer, (804) 935-4512
(Name and telephone number, including area code, of the person to contact in connection with this filing)
INFORMATION TO BE INCLUDED WITH THIS FORM
Item 1. File an Asset Data File in accordance with Exhibit 601(b)(102) (17 CFR 229.601(b)(102)).
Item 2. File an Asset Related Document in accordance with Exhibit 601(b)(103) (17 CFR 229.601(b)(103)).
SIGNATURES
The registrant has duly caused this Form to be signed on its behalf by the undersigned hereunto duly authorized.
CARMAX AUTO OWNER TRUST 2019-4
(Issuing Entity)
By:
CARMAX BUSINESS SERVICES, LLC,
as Servicer
Date:
June 15, 2023
By:
/s/ Andrew J. McMonigle
Andrew J. McMonigle
Vice President and Treasurer
Exhibit Index
Exhibit Description
Exhibit 102 Asset Data File (Schedule AL)
Exhibit 103 Asset Related Document (Additional Explanatory Disclosure)"
Newcastle United Premier League fixtures 2023/2024 in full,2023-06-15T12:38:00.000000000+00:00,"Newcastle's full Premier League fixture list for the upcoming 2023/2024 season has been revealed.
Eddie Howe's side begin their season with a Saturday night trip to Villa Park to take on Unai Emery's Aston Villa.
They end their season with a visit to Brentford on May 19.
READ MORE: Premier League fixtures LIVE: Full list and TV games released for Man City, Man Utd, Arsenal, Liverpool, Newcastle and more
Newcastle's Premier League fixture list:
August
12: Aston Villa (h) - kick-off 5.30pm,
19: Manchester City (a)
26: Liverpool (h)
September
2: Brighton (a)
16: Brentford (h)
23: Sheffield United (a)
30: Burnley (h)
October
7: West Ham United (a)
21: Crystal Palace (h)
28: Wolves (a)
November
4: Arsenal (h)
11: Bournemouth (a)
25: Chelsea (h)
December
2: Manchester United (h)
5: Everton (a)
9: Tottenham Hotspur (a)
16: Fulham (h)
23: Luton Town (a)
26: Nottingham Forest (h)
30: Liverpool (a)
January
13: Manchester City (h)
30: Aston Villa (a)
February
3: Luton Town (h)
10: Nottingham Forest (a)
17: Bournemouth (h)
24: Arsenal (a)
March
2: Wolves (h)
9: Chelsea (a)
16: Crystal Palace (a)
30: West Ham United (h)
April
3: Everton (h)
6: Fulham (a)
13: Tottenham Hotspur (h)
20: Manchester United (a)
27: Sheffield United (h)
May
4: Burnley (a)
11: Brighton (h)
19: Brentford (a)
READ NEXT:
'He's smashing it', Troy Parrott on Evan Ferguson's meteoric rise, his own roller coaster season and Tom Cannon's dilemma
Rory McIlroy avoids US Open media duty as PIF merger remains in the news
Conor McGregor splashes over €1,100 on toys for his children
Hampden Park hero Amber Barrett seals switch to Standard Liege ahead of World Cup
Jorge Masvidal wants Conor McGregor 'banned' from Miami after mascot gets hospitalised
Get the latest sports headlines straight to your inbox by"
"Nirmal Bang Assigns Buy On Tata Group's Midcap Stock, Sees 22% Upside, Gave Over 200% Return In 3 Yrs",2023-06-15T12:38:00.000000000+00:00,"Broking firm Nirmal Bang has a Buy on Tata Chemicals Ltd. (TTCH) with an attractive target price of Rs. 1,160 apiece to the stock. If purchased at the current market price, the stock is likely to give a decent return of up to 22%.
Tata Chemicals is Tata Group's Midcap stock operating in the Chemicals sector. It has a market valuation of Rs. 24,417.12 crore.
According to Nirmal Bang, The management comments in the AR are positive about future outlook for Soda Ash demand growth, with India expected to enjoy double the global growth projected at 3% p.a. The new segments like Solar Glass for PV cells and Lithium Carbonate are likely to grow faster than industry and increase their share in Soda Ash consumption from 11% to 20% by CY30. ""We maintain our BUY rating on TTCH with a 1.4% cut in target price (TP) to Rs1,160 post revision in FY24E/FY25E,"" the brokerage has said.
Stock Outlook
On Thursday, the stock closed at Rs. 958.50 apiece, down 1.99% from its previous close. The stock recorded its 52 week high on 11 October 2022 at Rs, 1,214.90 apiece and 52 week low on 1 July 2022 at Rs. 773.35 apiece, respectively.
It has fallen 4.46% in the past 1 week. In the last 1 year, it jumped 9.83%. It has given 212.16% robust return in the past 3 years. In gave 29.58% positive return.
Disclaimer - The stock has been picked from the brokerage report of Nirmal Bang. Greynium Information Technologies, the Author, and the respective Brokerage house are not liable for any losses caused as a result of decisions based on the article. Goodreturns.in advises users to consult with certified experts before making any investment decision."
CarMax Auto Owner Trust 2019-3 (FormABS-EE),2023-06-15T12:37:00.000000000+00:00,"Commission File Number of the issuing entity: 333-228379-03
Central Index Key Number of the issuing entity: 0001779026
CarMax Auto Owner Trust 2019-3
(Exact name of issuing entity as specified in its charter)
Commission File Number of the depositor: 333-228379
Central Index Key Number of the depositor: 0001259380
CarMax Auto Funding LLC
(Exact name of depositor as specified in its charter)
Central Index Key Number of sponsor (if applicable): 0001601902
CarMax Business Services, LLC
(Exact name of sponsor as specified in its charter)
Andrew J. McMonigle, Vice President and Treasurer, (804) 935-4512
(Name and telephone number, including area code, of the person to contact in connection with this filing)
INFORMATION TO BE INCLUDED WITH THIS FORM
Item 1. File an Asset Data File in accordance with Exhibit 601(b)(102) (17 CFR 229.601(b)(102)).
Item 2. File an Asset Related Document in accordance with Exhibit 601(b)(103) (17 CFR 229.601(b)(103)).
SIGNATURES
The registrant has duly caused this Form to be signed on its behalf by the undersigned hereunto duly authorized.
CARMAX AUTO OWNER TRUST 2019-3
(Issuing Entity)
By:
CARMAX BUSINESS SERVICES, LLC,
as Servicer
Date:
June 15, 2023
By:
/s/ Andrew J. McMonigle
Andrew J. McMonigle
Vice President and Treasurer
Exhibit Index
Exhibit Description
Exhibit 102 Asset Data File (Schedule AL)
Exhibit 103 Asset Related Document (Additional Explanatory Disclosure)"
JetBlue introduces a new and blue standard livery: video,2023-06-15T12:35:49.000000000+00:00,"JetBlue has introduced a new standard livery for its aircraft, replacing the white-focused fuselages with an all-blue design.
The New York John F. Kennedy International Airport (JFK)-based carrier revealed the new livery in a Twitter video, calling the new design a livery that got “a fresh bold look just like the moves we’ve been making as a travel company”.
In a separate press release, the airline explained that it has always “made big bold moves – and we’re matching those with a big bold update to our iconic liveries, with a blue allover fuselage, refreshed (and refreshing) accent colors, energized tailfin patterns that extend onto the body and belly, and more”.
According to JetBlue, the first aircraft to bear the new livery will be named “A Defining MoMint”. The Airbus A321, registered as N982JB, was delivered to the airline new in August 2017. Flightradar24.com data showed that the A321 was at Macon Middle Georgia Regional Airport (MCN), Georgia, United States (US) between May 29 and June 14, 2023, when it flew back to JFK.
Since then, the aircraft operated a round-trip itinerary to San Francisco International Airport (SFO), with another round-trip journey planned to SFO on June 15, 2023. Following the flight to SFO, however, the Airbus A321 is scheduled to fly to Las Vegas Harry Reid International Airport (LAS).
“Look for refreshed versions of our existing patterns to make their runway debuts as the rest of the fleet is repaint-ready,” concluded JetBlue.
Defining MoMint is equipped with 16 Mint suites, a “refreshing take on premium travel, plus a Core experience that’s tech-forward and trek-friendly, and a fully-stocked grab-and-go Pantry,” as described by the airline.
Previously, the aircraft was known as “One Mint, Two Mint, Blue Mint, You Mint”.
In total, JetBlue has 34 Airbus A321s equipped with Mint Suites, while another 28 A321s are configured in an all-economy 200-seat configuration."
"Coinbase buys back $64.5 million in convertible debt, and stock falls nearly 5%",2023-06-15T12:35:00.000000000+00:00,"Shares of Coinbase Global Inc. COIN said Thursday that it repurchased $64.5 million worth of 0.50% convertible senior notes, in privately negotiated deals that represent about 29% discounts to par value. After the repurchases close, which is expected to occur on June 20, about $1.373 billion principal amount of the notes will remain outstanding. Shares of the cryptocurrency exchange dropped 4.6% in premarket trading. Prices of Coinbase’s bonds have been selling off after the U.S. Securities and Exchange Commission filed charges against the company as part of a broader crackdown of the crypto industry. “As we stated in..."
"Premier League fixtures LIVE: Full list and TV games released for Man City, Man Utd, Arsenal, Liverpool, Newcastle and more",2023-06-15T12:32:00.000000000+00:00,"Manchester City will begin their bid for a record fourth consecutive Premier League title away to Vincent Kompany’s Burnley.
The Treble winners will visit Turf Moor to face their former captain’s newly-promoted side on the evening of Friday, August 11 to raise the curtain on the 2023-24 campaign.
It will be the second time Kompany – who won the title on four occasions as City skipper – will have faced his old side as a manager, with City running out 6-0 winners at the Etihad in March’s FA Cup quarter-final.
Premier League debutants Luton will play their first top-flight fixture since 1992 away to Roberto De Zerbi’s Brighton on Saturday, August 12, having to wait until the following weekend for their first home game when Kenilworth Road will become the smallest ground to host a fixture in the competition for the visit of Burnley.
The other promoted side Sheffield United kick off their season with a home game against Crystal Palace.
The outstanding fixture of the opening weekend will be at Stamford Bridge where Mauricio Pochettino begins life as Chelsea manager against Liverpool on Sunday, August 13, with both sides looking to bounce back after disappointing campaigns.
Follow live updates and reaction below"
Ex-Flipkart senior executive Goteti starts up again with travel fintech Scapia,2023-06-15T12:31:00.000000000+00:00,"Flipkart veteran Anil Goteti has embarked on a fintech venture. Scapia, which features a credit card and an app, allows customers to earn points earned on card spends to be redeemed for flights and hotel stays worldwide.
The card, introduced in partnership with Federal Bank and based on the VISA network, can be used in over 150 countries across a million merchants, enabling users to access transactions in real-time within the Scapia app.
“Scapia aims to rewrite the narrative by offering 10% rewards on every transaction, minting these rewards into Scapia coins,” the company said in a statement. “These coins then become your ticket to the world, redeemable for flights and hotel stays across the globe, with a user-friendly, one-click redemption on the Scapia app.”
The card also offers travel benefits like zero forex markup, unlimited domestic lounge access with zero joining and annual fees.
“Scapia is more than a credit card. It's a commitment to making travel accessible for everyone who dreams of seeing the world. It's a new way to reward young Indian travellers,” Goteti, who was earlier a senior vice president at Flipkart, said.
Scapia, which has been in stealth mode for over a year, is Goteti’s second independent foray in the startup space. ET in January 2022 reported that Goteti’s earlier venture, Protonn, shut its business and returned over $9 million to investors, which included the likes of Matrix Partners and Flipkart cofounder Binny Bansal.
Goteti, who headed some of Flipkart’s key businesses such as mobile, home and furniture categories, quit the e-commerce firm in November 2020 after an eight-year stint and set up Protonn the following year. The company, however, could not find the right product-market fit and the founders did not agree to pivot its business model.
...more"
Manchester United competing with Chelsea for Inter’s André Onana,2023-06-15T12:29:46.000000000+00:00,"Chelsea face competition from Manchester United for the signing of the Internazionale goalkeeper André Onana. United have also shortlisted Porto’s Diogo Costa as they target a challenger to David de Gea.
De Gea is out of contract this summer and yet to finalise a new deal. The Spaniard has been one of United’s best players since joining in 2011 but was inconsistent last season and Erik ten Hag wants to bring in a goalkeeper.
United are weighing up their next move after becoming discouraged in their pursuit of Tottenham’s Harry Kane. Signing a top striker is a priority for Ten Hag but Spurs do not want to sell Kane and Napoli’s asking price for Victor Osimhen is prohibitive. Atalanta’s Rasmus Højlund is a target, but the Dane is one for the future.
United must also decide whether to improve their offer for the Chelsea midfielder Mason Mount, after having an opening bid of £40m turned down. They could decide to spend heavily on a goalkeeper if they cannot sign a world-class No 9.
De Gea was at fault for Manchester City’s winner in the FA Cup final and his unconvincing distribution has raised doubts over whether the 32-year-old is suited to Ten Hag’s football. Chelsea and United have registered an interest in Onana with Inter, whose financial problems could force them to sell. It is believed the Cameroon international would favour a move to United. Costa is an alternative target for Ten Hag. The 23-year-old is highly rated and a Portugal international.
Onana is excellent with the ball at his feet and impressed during Inter’s run to the Champions League final, where they were beaten 1-0 by Manchester City. Inter fear they will lose Onana and have inquired about Brentford’s David Raya, who is wanted by Tottenham.
Signing Onana would fix a problem area for Chelsea, who will listen to offers for Kepa Arrizabalaga and Édouard Mendy. Arrizabalaga’s high wages could make him harder to sell than Mendy, who lost his place to the Spaniard last season. Chelsea have also targeted Milan’s Mike Maignan and Valencia’s Giorgi Mamardashvili.
Chelsea have held talks with Inter over a number of issues this week. Along with discussing Onana, Inter have explored signing Kalidou Koulibaly and Romelu Lukaku on loan. Chelsea need to raise funds and would prefer to sell Koulibaly and Lukaku.
Chelsea want £70m plus add-ons for Mount. They are expected to sell Mateo Kovacic to Manchester City and want £70m for Kai Havertz, who is a target for Arsenal."
Morgan Stanley hires JPMorgan’s Thomas Christl to co-head retail and consumer dealmaking in Europe,2023-06-15T12:23:00.000000000+00:00,"Morgan Stanley has hired a senior dealmaker from JPMorgan to co-head its coverage of consumer and retail clients in Europe.
Thomas Christl is set to join the Wall Street bank later in the summer as co-head of consumer and retail investment banking in Europe, the Middle East and Africa, according to people familiar with the matter. He will work alongside Imran Ansari, who currently leads the team in the region.
Christl's..."
"Redmi 12C Variant With More RAM, Higher Storage to Launch in India Soon: All Details",2023-06-15T12:23:00.000000000+00:00,"Redmi 12C was launched in India earlier this year in March. The global variant of the phone was released a few days before the Indian variant. The model was first unveiled in China in December 2022. The smartphone is powered by a MediaTek Helio G85 SoC and backed by a 5,000mAh battery with 10W wired charging support. It was initially launched in India in two storage options - 4GB + 64GB and 6GB + 128GB. Now the company has teased a new variant of the phone with more storage and RAM.
Redmi 12C price in India, availability
A new variant of the Redmi 12C was confirmed by Redmi India on Thursday. The phone was initially launched in the country in two storage options. The 4GB + 64GB variant was listed at Rs. 8,999, while the 6GB + 128GB option was priced at Rs. 10,999.
Redmi has teased the new variant in a tweet, which mentions that the Redmi 12C will feature more storage and will offer faster speed, which indicates increased RAM.
Redmi Pad 2 Display, Battery Specifications Leak: Details Here
The Redmi 12C is offered in Matte Black, Mint Green, Royal Blue, and Lavender Purple colour options. The model is available for purchase on Flipkart, Amazon, Mi.com, Mi Home stores, and other retail outlets.
Redmi 12C specifications, features
Sporting a 6.71-inch HD+ (1600 x 720 pixels) LCD display, the Redmi 12C comes with a refresh rate of 60Hz and an aspect ratio of 20:9. The dual nano SIM-supported smartphone runs Android 12-based MIUI 13 out-of-the-box.
The Redmi 12C is powered by a MediaTek Helio G85 SoC with up to 6GB of RAM and 128GB of inbuilt storage. The storage is expandable up to 1TB via a microSD card and the RAM is expandable virtually up to 5GB.
Xiaomi Pad 6 vs OnePlus Pad: Find the Best Option for You
For optics, there's a dual rear camera setup on the Redmi 12C, that includes a 50-megapixel primary sensor and a 2-megapixel sensor. A 5-megapixel front camera is housed in a centre-aligned waterdrop notch slot for selfies and video calling. The phone packs a 5,000mAh battery with 10W wired charging support.
In terms of connectivity, the Redmi 12C supports 4G LTE, Wi-Fi, Bluetooth, GPS, and has a micro-USB port. It is equipped with a rear-mounted fingerprint sensor for security and weighs 192 grams and measures 168.76mm x 76.41mmx 8.77mm in size.
Xiaomi launched its camera focussed flagship Xiaomi 13 Ultra smartphone, while Apple opened it's first stores in India this week. We discuss these developments, as well as other reports on smartphone-related rumours and more on Orbital, the Gadgets 360 podcast. Orbital is available on Spotify, Gaana, JioSaavn, Google Podcasts, Apple Podcasts, Amazon Music and wherever you get your podcasts."
Manchester City Premier League fixtures 2023/2024 in full,2023-06-15T12:20:00.000000000+00:00,"Manchester City's full Premier League fixture list for the upcoming 2023/2024 season has been revealed.
Pep Guardiola's treble winning side begin their season with a Friday evening clash with Burnley.
They conclude their season with a home tie against West Ham in a game that could be vital to City's four-in-a-row dreams.
READ MORE: Premier League fixtures LIVE: Full list and TV games released for Man City, Man Utd, Arsenal, Liverpool, Newcastle and more
City full fixture list:
AUGUST
Fri Aug 11 Burnley A
Sat Aug 19 Newcastle United H
Sat Aug 26 Sheffield United A
SEPTEMBER
Sat Sep 2 Fulham H
Sat Sep 9 International Break
Sat Sep 16 West Ham United A
Sat Sep 23 Nottingham Forest H
Wed Sep 27 Carabao Cup Round 3
Sat Sep 30 Wolverhampton Wanderers A
OCTOBER
Sat Oct 7 Arsenal A
Sat Oct 14 International Break
Sat Oct 21 Brighton & Hove Albion H
Sat Oct 28 Manchester United A
NOVEMBER
Wed Nov 1 Carabao Cup Round 4
Sat Nov 4 Bournemouth H
Sat Nov 11 Chelsea A
Sat Nov 18 International Break
Sat Nov 25 Liverpool H
DECEMBER
Sat Dec 2 Tottenham Hotspur H
Tue Dec 5 Aston Villa A
Sat Dec 9 Luton Town A
Sat Dec 16 Crystal Palace H
Wed Dec 20 Carabao Cup Round 5
Sat Dec 23 Brentford H
Tue Dec 26 Everton A
Sat Dec 30 Sheffield United H
JANUARY
Sat Jan 6 FA Cup 3
Wed Jan 10 Carabao Cup Semi-Final (1)
Sat Jan 13/20 Newcastle United A – date to be confirmed
Wed Jan 24 Carabao Cup Semi-Final (2)
Sat Jan 27 FA Cup 4
Wed Jan 31 Burnley H
FEBRUARY
Sat Feb 3 Brentford A
Sat Feb 10 Everton H
Sat Feb 17 Chelsea H
Sat Feb 24 Bournemouth A
Sun Feb 25 Carabao Cup Final
Wed Feb 28 FA Cup 5
MARCH
Sat Mar 2 Manchester United H
Sat Mar 9 Liverpool A
Sat Mar 16 Brighton & Hove Albion A (or FA Cup Quarter-Final)
Sat Mar 23 International Break
Sat Mar 30 Arsenal H
APRIL
Wed Apr 3 Aston Villa H
Sat Apr 6 Crystal Palace A
Sat Apr 13 Luton Town H
Sat Apr 20 Tottenham Hotspur A (or FA Cup Semi-Final)
Sat Apr 27 Nottingham Forest A
MAY
Sat May 4 Wolverhampton Wanderers H
Sat May 11 Fulham A
Sun May 19 West Ham United H
READ NEXT:
'He's smashing it', Troy Parrott on Evan Ferguson's meteoric rise, his own roller coaster season and Tom Cannon's dilemma
Rory McIlroy avoids US Open media duty as PIF merger remains in the news
Conor McGregor splashes over €1,100 on toys for his children
Hampden Park hero Amber Barrett seals switch to Standard Liege ahead of World Cup
Jorge Masvidal wants Conor McGregor 'banned' from Miami after mascot gets hospitalised
Get the latest sports headlines straight to your inbox by"
Coinbase Announces Repurchase of 0.50% Convertible Senior Notes Due 2026,2023-06-15T12:20:00.000000000+00:00,"Coinbase Announces Repurchase of 0.50% Convertible Senior Notes Due 2026
Repurchasing $64.5 million of convertible senior notes at approximately 29% discount to par value
On June 14, 2023, Coinbase Global, Inc. (the “Company” or “Coinbase”) entered into separate, privately negotiated purchase agreements with a limited number of holders of its 0.50% Convertible Senior Notes due 2026 (the “Notes”) to repurchase (the “Repurchases”) $64.5 million aggregate principal amount of the Notes. The Company estimates that it will expend approximately $45.5 million in cash to consummate the Repurchases. The transaction represents an approximately 29% discount to par value.
The Company previously entered into capped call transactions with certain financial institutions in connection with the initial issuance of the Notes. All of these transactions are expected to remain in effect notwithstanding the Repurchases.
The Repurchases are expected to close on or about June 20, 2023, subject to the satisfaction of customary closing conditions. Following such closings, approximately $1.373 billion principal amount of the Notes will remain outstanding.
“We are always looking for the best opportunities to deploy capital to create shareholder value,” said Alesia Haas, Chief Financial Officer of Coinbase. “As we stated in our most recent shareholder letter, the first quarter of 2023 was a turning point in building a company that is more efficient and financially disciplined. This opportunistic repurchase is a continuation of those efforts and reflects our confidence in our business, strong first quarter financial performance, and improved competitive positioning. We have reduced our 2026 convertible senior notes outstanding and we will look for additional such opportunities in the future.”
Cautionary Statement Regarding Forward-Looking Statements
This press release contains “forward-looking statements” including, among other things, statements relating to the anticipated cash expenditure to consummate the Repurchases and associated discount to par value, as well as the completion, timing and size of the Repurchases. Statements containing words such as “could,” “believe,” “expect,” “intend,” “will,” or similar expressions constitute forward-looking statements. These forward-looking statements are made pursuant to the safe harbor provisions of the Private Securities Litigation Reform Act of 1995. These statements involve risks and uncertainties that could cause actual results to differ materially from those described in such forward-looking statements, including those described in the “Risk Factors” section of the Company’s Quarterly Report on Form 10-Q for the quarter ended March 31, 2023 and other filings with the Securities and Exchange Commission. New risks and uncertainties emerge from time to time and it is not possible for the Company to predict all risks that could have an impact on any forward-looking statements contained herein. Forward-looking statements in this press release are based on the Company’s beliefs and assumptions and on information available to the Company’s management as of the date they are made. Investors should not place undue reliance on any such forward-looking statements. Except as may be required by law, the Company undertakes no obligation, and does not intend, to update these forward-looking statements after the date of this press release.
Press:
press@coinbase.com
Investor Relations:
investor@coinbase.com
View source version on businesswire.com: https://www.businesswire.com/news/home/20230615350208/en/"
"Uber Closes Delivery Business in Italy, Mobility Business in Israel",2023-06-15T12:19:00.000000000+00:00,"Uber Technologies is discontinuing its Uber Eats delivery business in Italy as well as its eponymous mobility business in Israel as Chief Executive Dara Khosrowshahi seeks to focus on markets where the group can be the first or second largest player.
A spokesman for the San Francisco-based company confirmed the ""difficult decision"" on Thursday, saying it was ""in line with our efforts to focus on markets where we have opportunities for sustainable growth.""
The San Francisco-based company's Uber Eats business in Italy has been competing with the likes of Spain's Glovo, the U.K.'s Deliveroo and Amsterdam-headquartered Just Eat Takeaway.com.
However, Uber isn't pulling out of Italy altogether. The group is expanding its mobility business to new cities with its local partner IT Taxi. ""We are seeing great momentum on the mobility front,"" the spokesman said.

Write to Mauro Orru at mauro.orru@wsj.com; @MauroOrru94

(END) Dow Jones Newswires
June 15, 2023 08:19 ET (12:19 GMT)
Copyright (c) 2023 Dow Jones & Company, Inc."
Hyundai Exter interior revealed ahead of July 10 launch: Here’s what to expect,2023-06-15T12:18:00.000000000+00:00,"Hyundai Motor India Limited (HMIL) will launch Exter SUV in the country on July 10. Ahead of the launch, the company has been teasing design and other features of the upcoming SUV. In a latest, the auto manufacturer has revealed details about the SUV’s interior design. Here’s what it will feature
Hyundai Exter will be equipped with a 8-inch HD touchscreen and an advanced digital cluster with 4.2-inch colour TFT MID along with Hyundai Bluelink. The infotainment unit will sport an in-built navigation and smartphone connectivity with Android Auto and Apple CarPlay. While the digital cluster will a host of information related to drive statistics, TPMS (highline), Parking Distance, Door Open, Sunroof Open, 10 Regional + 2 Global languages as well as seatbelt reminder display for all seats.
The SUV will offer more than 60 connected features.
Speaking on the announcement, Tarun Garg, COO, Hyundai Motor India Ltd., said, “Being India’s leading Smart Mobility Solutions provider, we have consistently improved the penetration of advanced technologies for mass market. As a customer centric organization, we believe in redefining aspirations by introducing our customers to new technologies and elevating their mobility experience. Hyundai EXTER will boast of many segment first* and best* technologies as well as superior cabin space that will not only redefine the norm, but also make our customers future ready.""
Hyundai Exter will boast of 1st in segment feature – Home to Car (H2C) Alexa in both Hindi & English, infotainment with multi-language UI support (10 regional and 2 international languages) and Ambient Sounds of Nature with 7 acoustic profiles that enrich user experience.
Hyundai Exter will also be equipped with convenience features such as cruise control. The SUV will have a wheelbase of 2,450 mm and height of 1,631 mm. It will feature sporty semi-leatherette upholstery with ‘EXTER’ branding.
Hyundai Exter features seats that have an optimized height for ease of ingress and egress, while floor height has been designed to ensure an easy step-in and step-out. With large DLO (Day-Light Opening) and superior rear window glass size, the SUV is said to maximize visibility for rear passengers."
